Mod:Item:MetaData, Localized Name
TConstruct:crossbar:11, Ардитовая поперечная гарда
TConstruct:crossbar:12, Мануллиновая поперечная гарда
TConstruct:crossbar:13, Медная поперечная гарда
TConstruct:crossbar:14, Бронзовая поперечная гарда
TConstruct:crossbar:15, Алюмитовая поперечная гарда
TConstruct:crossbar:16, Стальная поперечная гарда
TConstruct:crossbar:17, Поперечная гарда из синей слизи
TConstruct:crossbar:18, Поперечная гарда из свиного железа
TConstruct:knifeBlade:0, Деревянное лезвие ножа
TConstruct:knifeBlade:1, Каменное лезвие ножа
TConstruct:knifeBlade:2, Железное лезвие ножа
TConstruct:knifeBlade:3, Кремниевое лезвие ножа
TConstruct:knifeBlade:4, Кактусовое лезвие ножа
TConstruct:knifeBlade:5, Костяное лезвие ножа
TConstruct:knifeBlade:6, Обсидиановое лезвие ножа
TConstruct:knifeBlade:7, Лезвие ножа из камня Нижнего мира
TConstruct:knifeBlade:8, Слизневое лезвие ножа
TConstruct:knifeBlade:9, Бумажное лезвие ножа
TConstruct:knifeBlade:10, Кобальтовое лезвие ножа
TConstruct:knifeBlade:11, Ардитовое лезвие ножа
TConstruct:knifeBlade:12, Мануллиновое лезвие ножа
TConstruct:knifeBlade:13, Медное лезвие ножа
TConstruct:knifeBlade:14, Бронзовое лезвие ножа
TConstruct:knifeBlade:15, Алюмитовое лезвие ножа
TConstruct:knifeBlade:16, Стальное лезвие ножа
TConstruct:knifeBlade:17, Лезвие ножа из синей слизи
TConstruct:knifeBlade:18, Лезвие ножа из свиного железа
TConstruct:frypanHead:0, Деревянная сковорода
TConstruct:frypanHead:1, Каменная сковорода
TConstruct:frypanHead:2, Железная сковорода
TConstruct:frypanHead:3, Кремниевая сковорода
TConstruct:frypanHead:4, Кактусовая сковорода
TConstruct:frypanHead:5, Костяная сковорода
TConstruct:frypanHead:6, Обсидиановая сковорода
TConstruct:frypanHead:7, Сковорода из камня Нижнего мира
TConstruct:frypanHead:8, Слизневая сковорода
TConstruct:frypanHead:9, Бумажная сковорода
TConstruct:frypanHead:10, Кобальтовая сковорода
TConstruct:frypanHead:11, Ардитовая сковорода
TConstruct:frypanHead:12, Мануллиновая сковорода
TConstruct:frypanHead:13, Медная сковорода
TConstruct:frypanHead:14, Бронзовая сковорода
TConstruct:frypanHead:15, Алюмитовая сковорода
TConstruct:frypanHead:16, Стальная сковорода
TConstruct:frypanHead:17, Сковорода из синей слизи
TConstruct:frypanHead:18, Сковорода из свиного железа
TConstruct:signHead:0, Деревянная табличка
TConstruct:signHead:1, Каменная табличка
TConstruct:signHead:2, Железная табличка
TConstruct:signHead:3, Кремниевая табличка
TConstruct:signHead:4, Кактусовая табличка
TConstruct:signHead:5, Костяная табличка
TConstruct:signHead:6, Обсидиановая табличка
TConstruct:signHead:7, Табличка из камня Нижнего мира
TConstruct:signHead:8, Слизневая табличка
TConstruct:signHead:9, Бумажная табличка
TConstruct:signHead:10, Кобальтовая табличка
TConstruct:signHead:11, Ардитовая табличка
TConstruct:signHead:12, Мануллиновая табличка
TConstruct:signHead:13, Медная табличка
TConstruct:signHead:14, Бронзовая табличка
TConstruct:signHead:15, Алюмитовая табличка
TConstruct:signHead:16, Стальная табличка
TConstruct:signHead:17, Табличка из синей слизи
TConstruct:signHead:18, Табличка из свиного железа
TConstruct:chiselHead:0, Деревянное лезвие стамески
TConstruct:chiselHead:1, Каменное лезвие стамески
TConstruct:chiselHead:2, Железное лезвие стамески
TConstruct:chiselHead:3, Кремниевое лезвие стамески
TConstruct:chiselHead:4, Кактусовое лезвие стамески
TConstruct:chiselHead:5, Костяное лезвие стамески
TConstruct:chiselHead:6, Обсидиановое лезвие стамески
TConstruct:chiselHead:7, Лезвие стамески из камня Нижнего мира
TConstruct:chiselHead:8, Слизневое лезвие стамески
TConstruct:chiselHead:9, Бумажное лезвие стамески
TConstruct:chiselHead:10, Кобальтовое лезвие стамески
TConstruct:chiselHead:11, Ардитовое лезвие стамески
TConstruct:chiselHead:12, Мануллиновое лезвие стамески
TConstruct:chiselHead:13, Медное лезвие стамески
TConstruct:chiselHead:14, Бронзовое лезвие стамески
TConstruct:chiselHead:15, Алюмитовое лезвие стамески
TConstruct:chiselHead:16, Стальное лезвие стамески
TConstruct:chiselHead:17, Лезвие стамески из синей слизи
TConstruct:chiselHead:18, Лезвие стамески из свиного железа
TConstruct:scytheBlade:0, Деревянное лезвие косы
TConstruct:scytheBlade:1, Каменное лезвие косы
TConstruct:scytheBlade:2, Железное лезвие косы
TConstruct:scytheBlade:3, Кремниевое лезвие косы
TConstruct:scytheBlade:4, Кактусовое лезвие косы
TConstruct:scytheBlade:5, Костяное лезвие косы
TConstruct:scytheBlade:6, Обсидиановое лезвие косы
TConstruct:scytheBlade:7, Лезвие косы из камня Нижнего мира
TConstruct:scytheBlade:8, Слизневое лезвие косы
TConstruct:scytheBlade:9, Бумажное лезвие косы
TConstruct:scytheBlade:10, Кобальтовое лезвие косы
TConstruct:scytheBlade:11, Ардитовое лезвие косы
TConstruct:scytheBlade:12, Мануллиновое лезвие косы
TConstruct:scytheBlade:13, Медное лезвие косы
TConstruct:scytheBlade:14, Бронзовое лезвие косы
TConstruct:scytheBlade:15, Алюмитовое лезвие косы
TConstruct:scytheBlade:16, Стальное лезвие косы
TConstruct:scytheBlade:17, Лезвие косы из синей слизи
TConstruct:scytheBlade:18, Лезвие косы из свиного железа
TConstruct:broadAxeHead:0, Деревянный большой обух топора
TConstruct:broadAxeHead:1, Каменный большой обух топора
TConstruct:broadAxeHead:2, Железный большой обух топора
TConstruct:broadAxeHead:3, Кремниевый большой обух топора
TConstruct:broadAxeHead:4, Кактусовый большой обух топора
TConstruct:broadAxeHead:5, Костяной большой обух топора
TConstruct:broadAxeHead:6, Обсидиановый большой обух топора
TConstruct:broadAxeHead:7, Большой обух топора из камня Нижнего мира
TConstruct:broadAxeHead:8, Слизневый большой обух топора
TConstruct:broadAxeHead:9, Бумажный большой обух топора
TConstruct:broadAxeHead:10, Кобальтовый большой обух топора
TConstruct:broadAxeHead:11, Ардитовый большой обух топора
TConstruct:broadAxeHead:12, Мануллиновый большой обух топора
TConstruct:broadAxeHead:13, Медный большой обух топора
TConstruct:broadAxeHead:14, Бронзовый большой обух топора
